"rsq1","rsq2","var1","var2","var_diff","r2_based_p","r2_based_p_one_tail","mean_diff","upper_diff","lower_diff","p.nested","p.nonnested","p.LRT","Phenotype"
0.0761341431056028,0.0758348173324905,0.000231168077237669,0.000230413684435011,2.27680467882457e-05,0.949980824915999,0.474990412457999,0.000299325773112327,0.00965163717413638,-0.00905298562791173,0.56073066439812,0.949980824915999,0.545163934391176,"INI20030780"
