INI20030780	INI20030780_baseline	INI20030780_BLOOD	INI20030780_LIVER	INI20030780_LUNG	INI20030780_KIDNEY	INI20030780_all
1.28426163555474	-0.102246	-0.0826224	-0.119421	-0.0963655	-0.0947446	-0.111781
1.49132587529424	0.022218	0.020043	0.00529189	0.00595951	0.0274179	0.00423934
0.743840294875463	-0.126347	-0.158122	-0.16791	-0.166979	-0.144065	-0.156024
1.2110477179979	0.0124385	0.0198921	-0.0154822	-0.00214023	0.0118079	-0.0135236
0.838545383249302	-0.0189007	-0.0289275	-0.0324087	0.0150098	-0.0191122	-0.033594
1.52735980139849	0.00821917	0.0181677	0.0101986	0.0293481	0.00337696	-0.00866924
0.792992515529662	-0.0610705	-0.0610827	-0.124467	-0.100023	-0.101079	-0.101442
0.966223100622364	-0.0536289	-0.0506113	-0.0947245	-0.0906163	-0.0869268	-0.104747
1.65850651179954	-0.0963825	-0.0929078	-0.139557	-0.108304	-0.102656	-0.138651
0.155292884406035	0.0210668	0.024338	-0.0409723	0.01549	0.00430943	-0.037633
0.961646433594952	-0.0419242	-0.0236206	-0.0795245	-0.0678501	-0.0788143	-0.073957
1.77376520585578	0.0894303	0.0858389	0.0295797	0.0726084	0.0734565	0.0369244
1.31038539793457	0.013319	0.0055778	-0.0484933	-0.0414745	-0.00742635	-0.0500338
1.48472301208429	0.107046	0.107974	0.0746865	0.100691	0.0921922	0.0873063
1.10686276012299	-0.0424242	-0.0389313	-0.0856183	-0.0624747	-0.0457675	-0.0681459
1.22612560896707	-0.216911	-0.197881	-0.219278	-0.219777	-0.199954	-0.241641
0.839841559710749	0.0245045	0.0197635	-0.0117338	0.0142565	0.0229518	-0.000361088
1.63769000767495	0.0712097	0.0375125	-0.0244955	0.0412182	0.0255942	0.0311641
1.35246842666985	0.0369763	0.0707292	0.0488549	0.0540451	0.0775264	0.0292351
1.15341608070878	-0.041629	-0.0487666	-0.104191	-0.0555742	-0.0518401	-0.0804917
1.29143408009593	0.0198368	0.0143768	0.00963036	-0.0142231	-0.00203562	-0.0155715
0.629674757604372	-0.176535	-0.189469	-0.19442	-0.176841	-0.18466	-0.194641
0.838545383249302	-0.136001	-0.142008	-0.164231	-0.152629	-0.115542	-0.166778
0.687282061107547	0.000143729	-0.00597908	-0.061363	0.00413438	-0.00939324	-0.0171281
1.0170406349743	-0.109303	-0.11553	-0.142732	-0.112174	-0.0959166	-0.126251
0.948951514113704	-0.048433	-0.075878	-0.100392	-0.0299737	-0.0461393	-0.0537296
1.5208252540775	-0.0483668	-0.0595913	-0.0576298	-0.0306924	-0.0512581	-0.0511926
1.5177611238622	0.082401	0.0527051	0.0465305	0.0414925	0.0523758	0.057818
1.13236938546624	-0.114504	-0.113098	-0.168998	-0.132913	-0.1203	-0.11913
1.09326468234151	0.0266984	0.0546766	-0.00666018	0.0374263	0.0299662	0.018736
0.967744013463071	-0.114665	-0.122403	-0.11917	-0.121016	-0.09806	-0.135238
1.46533656845984	0.11462	0.103658	0.0849684	0.102968	0.096135	0.110557
0.908258560176891	0.0615022	0.0385501	0.0244774	0.042955	0.0366283	0.0273388
1.1365501280085	-0.051225	-0.0433194	-0.0803322	-0.0151486	-0.028632	-0.0662754
1.37295579668071	-0.0164007	-0.0136385	-0.0672785	-0.040866	-0.0353953	-0.0524277
1.2131307421107	0.105559	0.0892078	0.0576103	0.0842177	0.0923629	0.0683403
1.53406760540932	-0.0895259	-0.080717	-0.134658	-0.120355	-0.113304	-0.116837
1.20660092673221	-0.0803741	-0.0924847	-0.13078	-0.125528	-0.107309	-0.125451
0.531804030151182	0.0666363	0.0553192	0.0491191	0.0565676	0.0668022	0.0556196
1.13719177063558	-0.130933	-0.115054	-0.154889	-0.136108	-0.130953	-0.149191
1.11317243999944	-0.0980781	-0.106709	-0.162923	-0.140048	-0.127441	-0.126528
1.41244931859674	-0.0893062	-0.0897886	-0.14653	-0.121658	-0.119145	-0.110032
0.707050085728937	-0.0585578	-0.0629266	-0.107688	-0.100508	-0.0834132	-0.0843073
1.43698747543541	0.0351644	0.0507965	0.0332509	0.0577487	0.0514598	0.0251887
0.845868267577609	-0.0226324	-0.0320431	-0.0762057	-0.0188568	-0.0445566	-0.0311807
1.10525683138678	-0.133271	-0.107348	-0.104893	-0.123399	-0.143733	-0.154608
1.23256026117785	-0.00579754	-0.0164403	-0.0560925	0.00161629	-0.00940294	-0.0242693
0.99139820436096	-0.00368446	-0.00748507	-0.0257275	-0.0359312	-0.0146012	-0.020868
1.09794539968041	-0.0142685	-0.00741127	-0.0632532	-0.0299549	-0.0406173	-0.0571412
0.805582609889733	0.0421021	0.0340875	0.0163415	0.0186094	-0.00125301	-3.22972e-05
1.33289358439278	0.0110537	0.0148148	-0.033602	-0.0330811	-0.0187008	-0.036013
1.2977363341381	0.0120522	0.035299	-0.0408794	-0.0134634	-0.0315834	-0.0191095
1.16346326098773	-0.0144575	-0.00612289	-0.000556832	-0.0132625	0.00479022	-0.0324131
1.19875923727305	0.0299724	0.00130623	-0.0374819	-0.0308391	-0.00644929	-0.0198197
1.64035501506882	0.195012	0.199014	0.141653	0.161318	0.160979	0.174637
1.11939482785064	0.101854	0.131774	0.0854814	0.106217	0.114348	0.0689473
1.06541627549874	0.0378534	0.0648971	0.0351724	0.103736	0.0982688	0.0515938
1.13075674199468	-0.0278185	-0.053113	-0.0715462	-0.033066	-0.0123186	-0.0556726
1.27312566301425	0.0418674	0.0170296	-0.0255071	-0.0129141	0.0131955	-0.000136838
0.993992239538007	-0.0428078	-0.0517436	-0.0686439	-0.0451566	-0.0714855	-0.0531113
0.872965607135781	-0.196064	-0.201733	-0.213124	-0.184716	-0.179133	-0.208464
1.13815346328864	0.127563	0.103801	0.0646819	0.100073	0.0749032	0.0805809
1.2859213869731	-0.0438147	-0.0604982	-0.0576766	-0.0607755	-0.0379531	-0.0608373
1.16876004857019	-0.0414004	-0.0585631	-0.0835377	-0.0507813	-0.0744866	-0.0790898
1.44503485614249	0.0388233	0.032792	0.0206007	0.0617888	0.036518	0.0443421
1.29855544681188	-0.0355051	-0.068021	-0.0835786	-0.0719981	-0.0820717	-0.0574863
1.00795792039998	-0.0316858	-0.0367112	-0.0410543	-0.0413175	-0.0507094	-0.0775971
1.22671229129543	0.0837101	0.0656167	0.0189238	0.0320191	0.0781921	0.0536919
1.23051735954805	0.13266	0.143518	0.077673	0.111367	0.0986379	0.0895461
1.10393145014571	-0.000584214	0.0109644	-0.0471435	-0.00890529	-0.018224	-0.0153046
1.12525421961453	-0.124311	-0.105031	-0.155358	-0.122882	-0.128921	-0.130147
1.37092688398877	-0.023624	-0.00524506	-0.0418929	-0.0517662	-0.0558847	-0.0618788
0.661656513468575	-0.0600471	-0.057227	-0.0906281	-0.0480397	-0.0525173	-0.0902389
0.700619195398646	-0.074488	-0.0649614	-0.0837653	-0.0631285	-0.0547231	-0.0608236
0.810930216216329	0.0116226	0.0148386	-0.00975398	0.00408893	0.0155415	-0.00228254
1.11284387091483	0.0873195	0.0928174	0.0442627	0.103386	0.0748179	0.0678919
1.48500783405592	0.0797218	0.0791709	0.0556905	0.103288	0.0805986	0.0303224
1.49872979044968	0.0119412	0.0183316	-0.0237109	-0.000226578	0.0125	-0.00424489
0.75659135311648	0.00578859	0.00854504	-0.0309056	-0.0092395	-0.0125274	-0.0285267
1.06367571878721	0.017227	0.0574504	0.00818498	0.0448497	0.0641112	-0.00893714
1.10558790240454	0.0543537	0.0592018	-0.00375707	0.0503285	0.0518633	0.0303687
1.35583515363518	0.0429843	0.050345	0.0249055	0.0388021	0.0314182	0.017848
1.61031472090763	0.0553901	0.0497375	0.0247987	0.0432541	0.0714163	0.048738
1.43936108205658	0.0161933	0.0312425	0.00120336	0.00263689	0.0192251	0.0300118
