"rsq1","rsq2","var1","var2","var_diff","r2_based_p","r2_based_p_one_tail","mean_diff","upper_diff","lower_diff","p.nested","p.nonnested","p.LRT","Phenotype","Tissue"
0.00727140160822232,0.00538091456086957,2.62975728812475e-05,1.99209246710335e-05,3.59498510369753e-06,0.31873108046633,0.159365540233165,0.00189048704735275,0.00560673445224447,-0.00182576035753897,0.13891886116546,0.31873108046633,0.138413222624598,"INI30120","BLOOD"
0.00380617349452871,0.00538091456086957,1.45718244785147e-05,1.99209246710335e-05,3.51705148949387e-06,0.401081345194833,0.200540672597416,-0.00157474106634086,0.00210100443655235,-0.00525048656923407,1,0.401081345194833,1,"INI30120","LIVER"
0.00424311512240225,0.00538091456086957,1.60594521543257e-05,1.99209246710335e-05,3.4296142636981e-06,0.538958634497404,0.269479317248702,-0.00113779943846732,0.00249196724210908,-0.00476756611904372,1,0.538958634497404,1,"INI30120","LUNG"
0.0025730687602536,0.00538091456086957,1.03593684020927e-05,1.99209246710335e-05,4.34566498173076e-06,0.178002671939914,0.089001335969957,-0.00280784580061596,0.00127802088759315,-0.00689371248882508,1,0.178002671939914,1,"INI30120","KIDNEY"
0.00592091800417502,0.00538091456086957,2.17473685263011e-05,1.99209246710335e-05,3.11041238608236e-06,0.759461843080323,0.379730921540162,0.000540003443305456,0.00399673025090452,-0.00291672336429361,0.42962479649745,0.759461843080323,0.42856635833364,"INI30120","all"
