"rsq1","rsq2","var1","var2","var_diff","r2_based_p","r2_based_p_one_tail","mean_diff","upper_diff","lower_diff","p.nested","p.nonnested","p.LRT","Phenotype"
0.00666729361748697,0.00599545899841142,2.60863068444981e-05,2.36607854459952e-05,4.63402657770451e-06,0.754970342722868,0.377485171361434,0.000671834619075547,0.0048910853228036,-0.0035474160846525,0.394439635186331,0.754970342722868,0.393255428044821,"INI1003063"
