INI1003063	INI1003063_baseline	INI1003063_LUNG
0.806272334723049	-0.0290456	-0.0364253
0.879341922445371	-0.0125532	-0.0369145
0.627659574468085	-0.0014655	-0.0105995
0.923076923076923	0.0142517	0.00315179
0.718730456535335	-0.0482423	-0.0531207
0.759312320916905	-0.00402005	-0.0231267
0.697506186940796	-0.0178313	-0.0343583
0.838028169014084	-0.0156728	-0.0445822
0.877906976744186	-0.0125668	-0.0157353
0.797063210627041	-0.0180432	-0.0313197
0.703402692084025	0.0204085	-0.000700575
0.716666666666667	-0.0229984	-0.0283432
0.718919080501002	-0.019893	-0.0309688
0.758169934640523	-0.0148476	-0.0196019
0.708154506437768	-0.00915056	-0.0188996
0.693586109142452	-0.0245836	-0.0371904
0.828220858895706	-0.0189844	-0.0212899
0.619834710743802	-0.0210522	-0.0219908
0.789461828309305	-0.0161303	-0.0336405
0.958333333333333	-0.00331007	-0.0223896
0.639664804469274	0.0150805	-0.00965364
0.750877192982456	0.0101091	0.00629189
0.810289389067524	-0.0181254	-0.0302874
0.803076923076923	0.004006	-0.0136421
0.768131039189626	-0.0171402	-0.0382105
0.61520190023753	-0.0188805	-0.040405
0.564285714285714	-0.0121403	-0.0301692
0.817548301983148	-0.006233	-0.0182359
0.74141876430206	-0.00832681	-0.0261197
0.746081504702194	-0.00942143	-0.0252216
0.779874213836478	0.000418916	-0.011267
0.795652173913044	-0.0223365	-0.0388819
0.797250859106529	-0.0134639	-0.0183913
0.627240143369176	-0.022533	-0.0382671
0.783847980997625	-0.0185141	-0.0301644
0.743494423791822	0.00399751	-0.00588793
0.761970874984574	-0.0281196	-0.0473947
0.789940828402367	-0.0170192	-0.0275924
0.949019607843137	-0.0331847	-0.0533732
0.800240096038415	0.00250813	-0.0139963
0.815729703883329	-0.0132564	-0.0283852
0.762148337595908	0.00185889	-0.0143438
0.785770609318996	-0.00565788	-0.0270677
0.816037735849057	-0.0309352	-0.0354715
0.754030288226673	-0.0141956	-0.0278184
0.834615384615385	-0.0159996	-0.0327067
0.852630649717514	0.0104201	-0.00858777
