INI50030700	INI50030700_baseline	INI50030700_KIDNEY
4.6394044241084	-0.139591	-0.177776
4.71060809596608	-0.0157915	-0.0586707
4.5040160401132	-0.0937111	-0.0998328
4.75840645735819	-0.0537425	-0.0663081
4.26455401167774	-0.0550714	-0.0984488
4.60655866334091	-0.081857	-0.106883
4.70204586789286	-0.060282	-0.0911678
3.89831197840305	-0.0379019	-0.0643054
4.28190940395006	-0.0258218	-0.0606388
4.29852297622777	-0.0337812	-0.0782822
4.52699385042704	-0.0542584	-0.0890876
4.64340807675403	-0.0410559	-0.0999088
4.58606059911589	-0.0369984	-0.0565167
4.67728555576687	-0.0765255	-0.106234
4.5296700780881	0.0089366	-0.0547208
4.33008673110336	-0.000917638	-0.0370248
4.489248913055	-0.0564245	-0.0950555
4.44032602126668	0.024701	-0.0513938
4.46342257325549	-0.0209292	-0.0714827
4.70374498017407	-0.103041	-0.124672
4.61871177860368	-0.113435	-0.146817
4.46342759260012	-0.115094	-0.132995
4.66023753997571	-0.074656	-0.10992
4.38850911448262	-0.0687563	-0.103099
4.33545627560709	-0.0708751	-0.0873179
4.74292805353677	-0.0464908	-0.0897653
4.2703918244311	-0.0602559	-0.096729
4.43705520894343	-0.0191787	-0.0786895
4.45756394321264	-0.055117	-0.0671781
4.24888177125515	0.00481824	-0.0401269
4.70268229404039	-0.0728867	-0.125106
4.34932544787121	-0.0453957	-0.105446
4.54767270423586	-0.110702	-0.170986
4.64942938312507	-0.0480081	-0.077429
4.70381879749233	-0.0598348	-0.085091
4.78454012610313	-0.0563213	-0.116734
4.76077289701595	0.0282257	-0.00216648
4.08914728311209	-0.0554787	-0.0638618
4.02141024632918	-0.0562976	-0.130416
4.75283126810006	-0.0383611	-0.0986484
4.47297134618715	-0.0930886	-0.100213
4.64955145725043	-0.0548572	-0.0698883
4.74335269910479	-0.0257945	-0.0628182
4.54093611929778	-0.0659014	-0.0960578
4.38975193997363	-0.0807945	-0.114976
4.61448326417671	-0.0182777	-0.0758014
4.55373533221173	-0.0603175	-0.0899055
4.2452910562066	-0.0473649	-0.0832334
4.44235242636826	-0.0428192	-0.0654877
4.83366564677849	-0.00770325	-0.0214412
4.52445832557899	-0.0432418	-0.069709
4.45476703093299	-0.0326896	-0.0710122
4.36730764276358	-0.0700153	-0.103243
4.81624257763419	-0.0691378	-0.0846802
4.57249694313406	-0.044305	-0.0934741
4.54553671539146	-0.0180317	-0.0505525
4.49760147644672	-0.0795731	-0.0965871
4.53085453657825	-0.0611245	-0.0731525
4.4829716847744	-0.147738	-0.158965
4.65159433692261	-0.0234925	-0.0543837
4.74911782661044	-0.0761773	-0.123543
4.66865952974342	-0.0813205	-0.111743
4.71411662684525	-0.0463118	-0.0730503
4.51610341727445	-0.0496548	-0.0848472
4.00254423869889	-0.0213784	-0.0997122
4.5962157655843	0.00319577	-0.0268006
4.49749487141154	-0.109106	-0.138018
4.59845395863315	-0.0354716	-0.0822197
4.58300403708191	-0.0954303	-0.119788
4.44490886329982	-0.111685	-0.133016
4.39065678096066	0.0396297	-0.0274847
4.2447694012206	-0.0752357	-0.116394
4.62339937628268	-0.0628346	-0.117923
4.66209302243365	-0.0403602	-0.0645353
4.45299645252489	-0.0100264	-0.0325322
4.47103602406441	-0.000921915	-0.0279668
4.81144508620146	-0.0153269	-0.0492107
4.66436378443984	-0.0679157	-0.119777
4.68457507789465	-0.0137132	-0.0663564
4.66131163006828	-0.0862162	-0.130143
4.41873201233181	-0.0562923	-0.101347
4.40984012969509	-0.145843	-0.163777
4.71751177578791	-0.119034	-0.121685
4.39493589182932	-0.0427768	-0.0514444
4.65540567185472	-0.0745578	-0.116341
4.64687873654155	-0.0308209	-0.0705765
4.57610971663585	-0.0944975	-0.146598
4.36651648017851	-0.0527934	-0.085778
4.33848996766922	-0.0608557	-0.118348
4.53482177102989	0.0243483	-0.00889669
4.5574661871594	-0.046875	-0.0966953
4.48276045084189	-0.0263981	-0.0480607
4.36167071284911	-0.0904949	-0.122272
4.49747237059245	-0.127006	-0.159748
4.87346905844686	-0.0197815	-0.0683643
4.58451786732893	0.0288631	-0.03367
4.55649999077849	-0.0817593	-0.109138
4.56989246061611	-0.0279998	-0.0571963
4.61873452221677	-0.0544824	-0.0745767
4.63757919988578	-0.0336111	-0.0758374
4.4780541041714	-0.0462461	-0.0715172
4.23572996668959	-0.132423	-0.145276
4.73503550424605	-0.0422022	-0.0881321
