"rsq1","rsq2","var1","var2","var_diff","r2_based_p","r2_based_p_one_tail","mean_diff","upper_diff","lower_diff","p.nested","p.nonnested","p.LRT","Phenotype"
0.0178986932029108,0.0128750853655599,6.23417567920168e-05,4.57295538174862e-05,8.96422846740926e-06,0.0933717545689673,0.0466858772844837,0.0050236078373509,0.0108919108356971,-0.00084469516099534,0.016447016771832,0.0933717545689673,0.0161560584166144,"INI50030700"
