INI30120	INI30120_baseline	INI30120_BLOOD	INI30120_LIVER	INI30120_LUNG	INI30120_KIDNEY	INI30120_all
1.41	-0.162812	-0.139053	-0.176224	-0.130977	-0.227004	-0.0960173
2.17	0.23313	0.2344	-0.0212597	0.203654	0.132991	0.226961
2.37	0.0176545	-0.0760183	-0.228004	-0.0257157	-0.0558981	0.0756163
2.59	-0.188952	-0.131067	-0.332309	-0.127856	-0.176388	-0.0591374
1.6	0.0343388	0.0252086	-0.0824347	0.0731241	0.00241045	0.174277
2.13	-0.0213548	-0.0231243	-0.22715	0.0493075	-0.0958055	0.116401
2.53	-0.198041	-0.176695	-0.404226	-0.256209	-0.242883	-0.0829493
2.3	0.20196	0.193668	0.0422184	0.125338	0.145453	0.297487
1.63	-0.184082	-0.141101	-0.346241	-0.160407	-0.142879	-0.0373457
2.76	-0.0770633	-0.0671894	-0.156574	-0.0944623	-0.105475	-0.00299577
2.23	-0.0626875	-0.0873199	-0.257494	-0.111524	-0.167416	-0.0552468
1.37	0.180626	0.120678	0.0111845	0.179307	0.0682087	0.216543
1.7	-0.0518236	-0.0994074	-0.216398	-0.0154665	-0.00292595	0.000759299
1.2	0.0569424	0.0693554	-0.131949	0.0611219	-0.0498716	0.187802
1.74	0.0783829	0.0578457	-0.0981383	0.12854	0.0304968	0.0792608
5.29	0.17449	0.193772	0.0723825	0.246877	0.133937	0.339573
3.5	-0.127362	-0.125262	-0.255295	-0.0672308	-0.150071	-0.123297
1.89	-0.39315	-0.243565	-0.497077	-0.300765	-0.247193	-0.236118
1.52	0.0755209	0.0351017	-0.132306	0.0702784	0.0354583	0.117235
1.93	-0.141343	-0.0822818	-0.284048	-0.0525879	-0.140426	-0.0357788
1.9	-0.0770104	-0.0366979	-0.243871	-0.0883671	-0.168628	0.0157607
1.7	-0.196472	-0.15047	-0.323977	-0.178913	-0.27577	-0.124498
1.01	-0.198321	-0.172011	-0.248625	-0.147062	-0.155283	-0.117201
2.35	0.0191913	0.0693444	-0.172594	-0.0240026	-0.0219733	0.106823
3.1	0.0222985	0.0583048	-0.106615	0.0590459	0.087183	0.0870947
3.72	-0.310918	-0.238878	-0.47	-0.193947	-0.348565	-0.15527
1.23	-0.077413	-0.0278624	-0.15552	0.0378677	-0.0236745	0.0498192
1.54	0.152147	0.157421	-0.0747219	0.0996653	0.0918064	0.234766
1.86	-0.0889841	-0.104172	-0.218425	-0.0410336	-0.143054	0.0213086
1.59	-0.187585	-0.171496	-0.275218	-0.198169	-0.240957	-0.15537
2.01	0.0218831	0.0674969	-0.0511459	-0.0119048	-0.00133775	0.0755092
0.56	-0.148524	-0.209899	-0.36731	-0.245889	-0.214867	-0.0804027
3.13	0.0215529	-0.0121788	-0.126685	-0.0028653	-0.0794768	0.060379
2.7	-0.107532	-0.0622765	-0.264296	-0.106055	-0.137928	-0.039099
1.16	-0.308306	-0.249431	-0.472455	-0.33551	-0.303853	-0.242058
1.19	0.000449566	-0.0359717	-0.105813	0.0398458	-0.068285	0.0477076
2.5	0.0331009	0.0402244	-0.0877024	0.0137743	-0.0815837	0.117517
1.95	-0.246477	-0.217778	-0.406374	-0.211991	-0.250761	-0.0340404
1.1	-0.292495	-0.248341	-0.495337	-0.3431	-0.314507	-0.212916
2.04	-0.102117	-0.0343027	-0.197635	0.00770007	-0.0969443	-0.0295081
1.5	-0.222326	-0.116821	-0.266846	-0.181645	-0.239198	-0.105038
2.34	-0.170937	-0.083452	-0.305581	-0.0702458	-0.205885	-0.0635158
1.49	-0.112203	-0.126583	-0.270318	-0.0300601	-0.158175	-0.0471469
1.47	0.0426698	-0.0262588	-0.160502	0.02477	-0.0603963	0.095457
1.8	-0.0197448	0.0634656	-0.195229	0.0513928	-0.0906431	0.0420846
2.14	-0.0950751	-0.0258118	-0.308798	-0.125683	-0.209315	-0.0118516
1.8	0.0421098	0.080807	-0.0648015	0.082498	0.0123317	0.135956
1.7	-0.124224	-0.0487156	-0.29423	-0.133952	-0.126932	-0.0544749
1.07	0.0188713	0.0299216	-0.144354	0.0580908	-0.0450004	0.106573
2.35	-0.117142	-0.133997	-0.180264	-0.0166969	-0.0776335	0.032971
2.34	-0.133792	-0.071265	-0.315091	-0.05421	-0.212577	-0.0986175
1.11	-0.188824	-0.162534	-0.193641	-0.186519	-0.229466	-0.099282
2.58	-0.145219	-0.131224	-0.429527	-0.141104	-0.125381	-0.0796956
1.55	-0.066829	-0.0872968	-0.168455	-0.014429	-0.117067	-0.03372
2.32	-0.33902	-0.303553	-0.4532	-0.362444	-0.318833	-0.257398
1.44	-0.328917	-0.321699	-0.381686	-0.222187	-0.29822	-0.209
2.68	0.0912137	0.142375	0.0386026	0.213658	0.178999	0.193964
2.86	-0.291253	-0.162207	-0.277307	-0.15593	-0.173139	-0.173604
1.7	0.00349695	0.0448992	-0.135957	0.0872206	0.035366	0.101887
1.37	0.055598	0.0763008	-0.115575	0.070668	0.0621068	0.0902507
2.48	0.0382127	0.00181147	-0.136023	-0.0297645	-0.0941379	0.156235
1.87	-0.263619	-0.228667	-0.362011	-0.279985	-0.245721	-0.204615
2.35	0.00363526	-0.0271623	-0.0589499	0.0866151	0.0135095	0.0897685
3.02	0.170275	0.201716	0.0465572	0.281892	0.131674	0.307193
2.84	0.15393	0.235972	0.00168716	0.284266	0.119589	0.278106
1.095	-0.12131	-0.135833	-0.329197	-0.00365926	-0.154869	-0.106206
2.28	-0.125757	-0.0799015	-0.283475	-0.118322	-0.183805	-0.0363182
2.0	-0.071827	-0.0780977	-0.214833	0.0261106	-0.0333556	0.0615287
1.81	-0.0380535	-0.157875	-0.286505	-0.125768	-0.228226	-0.100734
1.2	0.0839411	0.0996528	-0.0639468	0.186796	0.0703152	0.178785
1.13	-0.142395	-0.0896993	-0.233543	-0.189982	-0.168026	-0.0461146
1.95	-0.212591	-0.263502	-0.395213	-0.235425	-0.284149	-0.121058
3.08	-0.0270693	0.0210739	-0.101	0.0791769	-0.0645013	0.0988673
1.82	-0.136829	-0.0385633	-0.198143	-0.016165	-0.0695374	0.0591971
3.01	-0.110405	-0.0443053	-0.240776	-0.03342	-0.172094	-0.0376453
2.0	-0.0224326	-0.038689	-0.169128	0.0656191	-0.0666966	0.107863
2.3	-0.232269	-0.180907	-0.427491	-0.18937	-0.324923	-0.12223
1.61	-0.129734	-0.198461	-0.378677	-0.109811	-0.246706	-0.141158
1.17	0.125416	0.213549	-0.0547578	0.229196	0.130834	0.207558
1.39	-0.0143662	-0.0279948	-0.196898	0.0426802	0.0180235	0.0195996
1.64	0.177271	0.185753	0.0244492	0.192924	0.203128	0.230541
1.4	0.0767404	0.0820689	-0.101774	0.124799	-0.0303115	0.188865
1.5	-0.210403	-0.211356	-0.362035	-0.194964	-0.208173	-0.172873
1.61	-0.283175	-0.235814	-0.336921	-0.298469	-0.28234	-0.166654
1.58	-0.0845404	-0.104099	-0.210178	-0.11002	-0.174251	-0.077543
2.27	-0.176241	-0.179591	-0.30022	-0.0903106	-0.183925	-0.0670574
1.49	-0.20995	-0.103505	-0.274971	-0.141938	-0.192322	-0.0633717
2.35	-0.0517438	-0.0454407	-0.102935	0.0772749	-0.0251636	0.155423
2.9	-0.148399	-0.0478177	-0.217253	0.014515	-0.0928856	-0.00114594
2.67	0.101879	0.0185086	-0.18583	0.0612229	-0.0325724	0.0724811
2.48	-0.278453	-0.205188	-0.42146	-0.161399	-0.248459	-0.167076
3.22	-0.203549	-0.246586	-0.23992	-0.255904	-0.23715	-0.21088
1.7	-0.213179	-0.236189	-0.310927	-0.162927	-0.243172	-0.127439
2.44	-0.235326	-0.205804	-0.338158	-0.233572	-0.264961	-0.0696621
1.96	-0.300649	-0.233306	-0.417364	-0.330118	-0.334935	-0.211543
2.85	0.0180829	-0.0174886	-0.144557	0.0358289	-0.0661219	0.122207
2.14	-0.247378	-0.217085	-0.406818	-0.143177	-0.22266	-0.0929865
0.97	0.0648836	0.0729921	-0.191348	0.0087219	-0.038044	0.153636
0.21	-0.218013	-0.175659	-0.437555	-0.256678	-0.265747	-0.147272
1.64	-0.136221	-0.1201	-0.318764	-0.129643	-0.181128	-0.0554465
1.84	-0.020377	0.0138408	-0.142552	0.0227992	-0.0744191	0.175602
1.72	-0.168277	-0.128966	-0.273671	-0.0831875	-0.193337	-0.0752627
3.04	-0.0599805	-0.050274	-0.306885	0.0128567	-0.145788	0.120394
1.58	-0.0985933	-0.120241	-0.212672	-0.0582962	-0.212649	-0.0995242
1.49	0.048698	-0.0252184	-0.198276	0.00993858	-0.0898343	0.112311
1.67	0.0454721	-0.0427304	-0.146345	0.0620243	-0.0535746	0.101757
1.2	-0.0337291	-0.0541241	-0.225709	-0.00267267	-0.0407282	0.0858617
0.43	-0.150731	-0.142628	-0.305002	-0.149408	-0.188009	-0.104157
2.13	-0.0922764	-0.0302566	-0.226205	-0.0117581	-0.143935	-0.0193098
1.42	-0.0069128	-0.00754324	-0.174757	0.105733	-0.0305418	0.059529
2.31	-0.0205237	0.0104463	-0.164956	0.0503583	-0.0320213	0.0876745
1.73	0.142352	0.132198	0.0152033	0.225693	0.0989188	0.269712
1.88	-0.0288101	-0.077189	-0.156613	0.0827498	-0.065616	0.0718122
0.8	0.0643345	0.0686832	-0.143933	0.114041	-0.023735	0.159788
2.17	0.127192	0.13135	-0.000562348	0.202093	0.0652799	0.217303
1.89	-0.0728223	-0.0825564	-0.286186	-0.123625	-0.164756	-0.0217104
1.9	0.00222979	0.0780853	-0.132043	0.0558834	-0.0918399	-0.00016509
2.11	-0.214799	-0.130306	-0.377952	-0.0611002	-0.157172	-0.102274
1.5	-0.100263	-0.0720495	-0.221763	-0.0207804	-0.198174	-0.042139
2.1	-0.182125	-0.108331	-0.260523	-0.11133	-0.15204	-0.0865455
1.7	-0.0905605	-0.0771453	-0.196908	0.0159624	-0.0430342	0.0229657
2.46	-0.267276	-0.278292	-0.467441	-0.222707	-0.198193	-0.255351
2.47	-0.181742	-0.166812	-0.396759	-0.215277	-0.286007	-0.0930709
1.27	0.0290376	0.0089497	-0.136114	0.0107974	-0.052153	-0.0330731
2.4	-0.161824	-0.187578	-0.307847	-0.166256	-0.202927	0.0466234
2.67	-0.143519	-0.121652	-0.25428	-0.0665629	-0.213117	-0.00563607
1.38	-0.110868	-0.198565	-0.303439	-0.161408	-0.180531	0.00860732
1.9	-0.0976907	-0.06456	-0.202852	-0.0542138	-0.129009	0.0162466
3.18	-0.0402347	-0.0237952	-0.201583	0.0163882	-0.101627	0.0363844
1.4	-0.0881547	-0.0765106	-0.256577	0.00585963	-0.0594956	0.0576143
2.06	-0.191588	-0.161737	-0.243602	-0.157951	-0.298727	-0.0946895
1.85	0.0364532	0.0522263	-0.0220381	0.114681	0.0658093	0.160335
1.61	-0.252768	-0.198935	-0.43875	-0.197434	-0.282445	-0.122026
2.0	-0.135396	-0.065832	-0.223273	-0.0413991	-0.0764593	0.0037746
2.17	0.0923284	0.039046	-0.115226	0.0946805	0.087549	0.20725
1.6	-0.0176602	-0.0121021	-0.158941	0.0629831	-0.0422349	0.019556
1.19	-0.0241895	-0.0106676	-0.290268	-0.0608282	-0.0577603	0.01336
2.01	-0.0812436	-0.0961626	-0.169052	-0.0158168	-0.00516431	-0.0187035
2.19	-0.0797461	0.00811911	-0.230373	-0.0346884	-0.0370238	0.00364744
1.4	-0.0196436	0.0213333	-0.111919	-0.0123664	-0.0145099	0.0437178
2.16	-0.283285	-0.255938	-0.394328	-0.170987	-0.234593	-0.144209
2.4	0.0053539	-0.026488	-0.194513	0.111737	-0.0462139	0.00471708
1.08	-0.0666971	-0.0953664	-0.293193	-0.0983059	-0.193303	-0.0521541
1.47	-0.192311	-0.159029	-0.330483	-0.11695	-0.200096	-0.167972
1.26	-0.217416	-0.139282	-0.314057	-0.273744	-0.276037	-0.147399
2.8	0.0665214	0.0702823	-0.0415616	0.125768	0.0369498	0.14702
1.37	-0.00351802	-0.0482071	-0.163194	0.0256475	-0.0313535	0.0268974
3.09	-0.232114	-0.234438	-0.43186	-0.258955	-0.461712	-0.208885
2.11	-0.121458	-0.106809	-0.215978	-0.0477084	-0.0882913	0.0276692
1.71	-0.155696	-0.126103	-0.209264	-0.0949193	-0.0943792	-0.0473244
2.62	-0.0881377	-0.0134533	-0.217594	-0.0441146	-0.137	0.122617
2.26	-0.163486	-0.168872	-0.331807	-0.0909067	-0.239709	-0.0903037
2.06	-0.130445	-0.132753	-0.378991	-0.101213	-0.214167	0.00726257
1.4	-0.229279	-0.143338	-0.300289	-0.133808	-0.230047	-0.00204063
1.6	-0.0516252	-0.103453	-0.312085	0.0243951	-0.111998	0.0154414
2.1	-0.178865	-0.167471	-0.365314	-0.10699	-0.214616	-0.0471599
1.32	-0.186598	-0.149369	-0.217803	-0.111524	-0.199221	-0.054864
2.1	-0.0749013	-0.0422259	-0.240386	-0.0411066	-0.0952423	0.0450246
1.89	-0.0167446	0.0501314	-0.107898	-0.0358097	-0.0115414	0.0922172
0.73	-0.102475	-0.09039	-0.283742	-0.0948766	-0.13827	-0.00954115
2.2	0.0268523	0.0207306	-0.166536	0.072679	-0.0588985	0.0716319
1.5	-0.112261	-0.110024	-0.243355	-0.0707966	-0.177461	-0.0577791
2.49	-0.289295	-0.193762	-0.429929	-0.231436	-0.277746	-0.13636
3.39	-0.0680881	-0.0451933	-0.1798	0.00993455	-0.0854354	0.0330896
1.37	-0.198658	-0.167514	-0.379573	-0.16319	-0.232645	-0.0659107
0.99	-0.156813	-0.170842	-0.168812	-0.0960758	-0.131661	-0.108353
1.59	-0.0165603	-0.0256624	-0.158781	0.0363516	-0.105796	0.0531091
1.89	0.00171356	0.0522026	-0.191853	0.0328523	-0.0714979	0.0585162
2.06	-0.280876	-0.185212	-0.397242	-0.248624	-0.322028	-0.0911575
2.92	-0.0909628	-0.0385721	-0.29128	-0.0818052	-0.100838	-0.0124374
1.36	0.165408	0.155952	0.0237649	0.183246	0.08129	0.241708
4.7	-0.0232188	-0.0206681	-0.245672	0.0294299	-0.0361689	0.0307827
1.39	0.207491	0.154623	0.00132443	0.152675	0.143666	0.27231
3.24	0.000466778	0.00912177	-0.0784942	0.144838	0.0143592	0.0847511
3.19	-0.0663385	-0.0150655	-0.157387	0.0661794	-0.094367	-0.0266524
2.35	-0.0654409	-0.0150885	-0.313805	-0.0906765	-0.163719	-0.00213013
2.17	0.0042332	0.0149846	-0.17214	0.0320319	-0.0272872	0.0153548
1.59	-0.174523	-0.144458	-0.319434	-0.0901771	-0.136745	-0.0386858
1.46	-0.0997301	-0.0832513	-0.173728	-0.0690116	-0.0622644	-0.00646478
2.45	-0.138207	-0.203981	-0.364691	-0.142885	-0.204849	-0.0825254
2.0	-0.135403	-0.0778934	-0.281024	-0.129409	-0.287953	-0.07479
0.67	-0.128944	-0.166816	-0.248284	-0.0900843	-0.161211	-0.0489879
2.15	0.00242924	0.0524619	-0.051773	0.11451	0.00118392	0.101598
1.58	-0.183359	-0.142032	-0.252956	-0.092137	-0.0703537	-0.041641
2.34	-0.0638173	-0.111394	-0.23923	-0.0127979	-0.134889	0.0143708
2.85	-0.230816	-0.208549	-0.405934	-0.170978	-0.22753	-0.130585
1.8	0.0235514	-0.0827379	-0.20435	-0.106111	-0.156688	0.0570144
2.45	-0.0206952	-0.0412426	-0.1349	-0.0112001	-0.0965658	0.158677
1.26	-0.0482468	-0.109146	-0.276567	-0.0414062	-0.106866	0.0649407
2.04	-0.260448	-0.160997	-0.364599	-0.173907	-0.204752	-0.129612
1.81	-0.0752555	-0.110162	-0.2032	-0.101745	-0.123443	0.050317
1.34	0.0307519	0.0107263	-0.20479	0.0162799	-0.127556	0.0416619
2.45	-0.146315	-0.0968522	-0.281004	-0.0894871	-0.0957571	-0.0171304
1.51	-0.277088	-0.199626	-0.417043	-0.172933	-0.240034	-0.129459
2.51	-0.216912	-0.175985	-0.317139	-0.110078	-0.190429	-0.148953
2.28	0.00208526	0.0307004	-0.145155	0.0359224	-0.0746076	0.123381
2.7	-0.174877	-0.197517	-0.260902	-0.134211	-0.223291	-0.130708
2.4	-0.212104	-0.187551	-0.414893	-0.128051	-0.208781	-0.00217099
1.4	0.0176229	-0.00384011	-0.207133	0.0325837	-0.0300383	0.0475159
2.26	-0.145409	-0.0994991	-0.312009	-0.0263797	-0.0916308	-0.0604472
2.47	0.0231983	0.0710884	-0.0974733	0.0597273	-0.0179173	0.190915
2.1	-0.14134	-0.234385	-0.270331	-0.0865708	-0.184443	-0.0916477
1.75	-0.141471	-0.137627	-0.278121	-0.093117	-0.163536	-0.000530416
2.22	0.020063	-0.0450301	-0.216603	-0.0311681	-0.0347572	0.0939883
2.2	-0.0891536	-0.0729182	-0.285263	-0.0920038	-0.214111	-0.0718203
1.35	-0.0297875	0.0213153	-0.130456	0.0790622	-0.0465701	0.0394826
3.71	-0.101882	-0.0476375	-0.240119	-0.0487627	-0.129032	0.0272672
2.8	-0.112746	-0.15111	-0.362743	-0.142965	-0.166966	-0.105441
2.77	-0.261208	-0.261462	-0.487816	-0.234195	-0.38748	-0.128312
2.27	-0.0802334	0.0234634	-0.195374	-0.00642025	-0.0250897	0.00835694
1.21	-0.0802382	-0.10791	-0.258926	-0.173818	-0.207041	0.0183593
1.52	-0.0223616	-0.027228	-0.175998	0.0155942	-0.134241	0.0359239
1.97	-0.0834878	-0.0307652	-0.262997	-0.0744604	-0.0790117	-0.00598934
1.41	-0.112125	-0.112952	-0.261717	-0.0821972	-0.124645	0.000629493
1.82	-0.178279	-0.195209	-0.39566	-0.362903	-0.371737	-0.161385
2.73	-0.0287215	-0.00985514	-0.114438	0.0220429	-0.0264441	0.0839716
1.6	-0.255622	-0.314417	-0.456564	-0.125476	-0.310301	-0.149049
1.53	-0.141649	-0.188476	-0.215286	-0.0319063	-0.115334	-0.08485
1.28	-0.132852	-0.236991	-0.348063	-0.157173	-0.25889	-0.0743411
1.14	0.0102848	-0.040648	-0.19958	-0.00740596	-0.0484101	-0.00439771
2.2	-0.0256499	-0.0482345	-0.174342	-0.0547872	-0.0903938	-0.00343405
2.47	-0.18517	-0.126773	-0.315855	-0.146715	-0.268816	-0.079174
2.11	-0.0876212	-0.0907431	-0.244729	-0.0883196	-0.127419	-0.0598339
3.6	-0.285204	-0.2108	-0.470776	-0.264598	-0.404397	-0.224031
1.87	-0.0149862	-0.0411319	-0.170109	-0.0505768	-0.0412781	0.0566827
3.25	0.02708	0.040064	-0.0791283	0.116627	-0.00154758	0.0988174
2.57	-0.0349184	0.0180103	-0.0970358	0.0368679	-0.0582926	0.0243031
1.45	-0.130428	-0.164605	-0.297732	-0.108455	-0.204388	0.0173029
2.44	0.218709	0.153873	-0.00891664	0.201174	0.152607	0.293128
1.4	-0.218539	-0.190587	-0.485061	-0.205223	-0.276131	-0.229045
2.06	-0.104089	-0.0770086	-0.171213	-0.0491636	-0.181258	0.0334589
1.95	-0.0335705	-0.00322078	-0.177772	-0.0212946	-0.1165	0.0655036
2.23	-0.00942161	-0.0246567	-0.178854	-0.071246	-0.102857	0.0579533
2.02	-0.142427	-0.114891	-0.22749	-0.0984111	-0.0896078	-0.00897925
3.55	-0.0421083	-0.0597504	-0.190716	-0.0406334	-0.056332	0.0543077
2.46	-0.0917085	-0.0381658	-0.128884	0.0101648	-0.131942	-0.0286298
1.94	-0.0288027	-0.00945977	-0.209114	-0.0578778	-0.0828336	0.00700801
2.21	-0.0882266	-0.0808226	-0.139448	0.0560169	-0.114652	0.143311
1.9	0.0394926	0.101357	-0.126818	0.0130153	-0.103436	0.108083
2.7	0.0167842	0.0482515	-0.125578	0.136323	-0.0381156	0.0991196
1.6	-0.0921528	-0.0926452	-0.194036	0.0582137	-0.100429	-0.0499622
2.79	-0.0177674	-0.0416604	-0.147905	0.0377181	0.0455902	0.107157
1.87	0.203655	0.164373	0.137837	0.291436	0.179528	0.307047
1.84	-0.185855	-0.124474	-0.306272	-0.156991	-0.176913	-0.0627541
2.08	-0.172601	-0.21457	-0.307224	-0.175071	-0.218286	-0.131109
3.23	0.177481	0.13884	-0.0641381	0.14317	0.0196118	0.119863
2.1	-0.24689	-0.210592	-0.386972	-0.190628	-0.26178	-0.159768
2.25	-0.175879	-0.190839	-0.3138	-0.118836	-0.159875	-0.0767386
3.14	-0.129212	-0.142967	-0.165821	-0.155062	-0.196638	-0.0776319
2.26	-0.33871	-0.218578	-0.472405	-0.303459	-0.329335	-0.209386
1.7	-0.214893	-0.145558	-0.363493	-0.109721	-0.17093	-0.104829
2.1	-0.0797397	0.0068576	-0.148131	0.0735807	-0.0900152	0.00843123
2.84	-0.0808089	-0.0899959	-0.186948	-0.0234123	-0.113942	0.0623053
2.73	-0.296116	-0.296262	-0.490691	-0.34101	-0.4178	-0.293683
1.65	-0.223766	-0.204285	-0.326335	-0.165268	-0.241395	-0.197435
2.25	-0.226466	-0.182052	-0.365671	-0.190309	-0.251525	-0.122413
2.4	0.0659423	0.0416252	-0.148476	0.0537763	-0.0890111	0.114316
2.0	0.0564596	0.029497	-0.0809212	-0.0443817	0.0260781	0.107864
1.51	-0.196248	-0.0976797	-0.272792	-0.104688	-0.141537	-0.119468
2.65	-0.340815	-0.318174	-0.567311	-0.341408	-0.418741	-0.237215
1.8	-0.242939	-0.208259	-0.348057	-0.195148	-0.211875	-0.151413
1.8	-0.0570165	-0.0670827	-0.136936	-0.00148627	-0.0531966	0.0583398
1.7	-0.0810909	-0.0545587	-0.227196	-0.0305129	-0.115822	-0.00610459
1.5	-0.172606	-0.109526	-0.224923	-0.0484319	-0.1591	-0.00277411
1.6	0.144697	0.156775	-0.00376087	0.193158	0.234949	0.275555
1.57	0.0274061	0.00971821	-0.179004	0.0347835	0.0364083	0.0450446
1.9	-0.153067	-0.116784	-0.376222	-0.179591	-0.188257	-0.143674
1.25	-0.24311	-0.194997	-0.42581	-0.242268	-0.290409	-0.130745
1.39	-0.226941	-0.17922	-0.3835	-0.228269	-0.197265	-0.0388191
1.5	-0.1581	-0.0394595	-0.197725	-0.0366149	-0.162486	-0.0337531
1.91	-0.120217	-0.0716051	-0.209019	-0.0535263	-0.112448	-0.0176533
