INI1003063	INI1003063_baseline	INI1003063_BLOOD	INI1003063_LIVER	INI1003063_LUNG	INI1003063_KIDNEY	INI1003063_all
0.719123505976096	-0.0383379	-0.0423863	-0.0386638	-0.0328153	-0.0330638	-0.0248755
0.819277108433735	-0.0282521	-0.0360814	-0.0170422	-0.0182803	-0.0181512	-0.00955825
0.776435045317221	-0.0123614	-0.025627	-0.0256767	-0.0123788	-0.00705895	0.00747136
0.811338806933227	-0.00844249	-0.025408	-0.00855031	-0.0143851	-0.00533568	0.0112137
0.773493975903614	-0.0285057	-0.0361524	-0.0280319	-0.0278114	-0.0288112	-0.0130115
0.9	-0.0335472	-0.0424574	-0.023937	-0.0287301	-0.032569	-0.0148228
0.887387387387387	-0.0294411	-0.0367768	-0.0178295	-0.0232599	-0.0327799	-0.00646891
0.86374695863747	-0.0231523	-0.0297402	-0.0144136	-0.0163095	-0.0196026	-0.000341488
0.785087719298246	-0.0135439	-0.0239896	-0.0108033	-0.00788722	-0.0177442	0.00247634
0.852193995381062	-0.0434523	-0.0526353	-0.0449765	-0.0386739	-0.0523617	-0.0278037
0.839130434782609	-0.0357892	-0.0388368	-0.0298637	-0.0193239	-0.0266213	-0.0221354
0.772357723577236	-0.0297179	-0.0371347	-0.0294295	-0.0290353	-0.0269381	-0.00591097
0.804597701149425	-0.0449668	-0.0472032	-0.0387906	-0.0344812	-0.0306923	-0.0278064
0.728744939271255	-0.0158927	-0.0204309	-0.0106086	-0.0114274	-0.0101913	0.00359376
0.781990521327014	-0.048464	-0.0568232	-0.048321	-0.0410732	-0.0512226	-0.0324774
0.85609756097561	-0.00515262	-0.0153338	-0.00737004	-0.00418847	-0.00700144	0.0151486
0.751351351351351	-0.0279097	-0.0391808	-0.0122396	-0.0137117	-0.018965	-0.00669114
0.760695614167801	-0.046433	-0.0522893	-0.0375448	-0.0333187	-0.0342127	-0.0271339
0.800813008130081	-0.0305266	-0.0442307	-0.0318638	-0.0220013	-0.0246851	-0.012576
0.868715083798883	-0.0237412	-0.0314605	-0.0121917	-0.0199982	-0.019027	-0.00361111
0.794023756174789	-0.0227538	-0.0437327	-0.0265133	-0.02423	-0.015922	-0.00922687
0.76171875	-0.00387239	-0.0110911	0.00955802	0.00123241	0.00824134	0.0156477
0.757075471698113	-0.0574881	-0.0619532	-0.0502962	-0.0448724	-0.0506331	-0.0395892
0.804597701149425	-0.0172166	-0.0308929	-0.0278834	-0.0161392	-0.0164537	-0.00885689
0.827751196172249	-0.0147707	-0.0299594	-0.02332	-0.0141239	-0.0183259	0.0047949
0.786534642465316	-0.0402942	-0.0403097	-0.0319562	-0.0359684	-0.0276137	-0.0199801
0.802197802197802	-0.020295	-0.0359072	-0.0229993	-0.0172169	-0.0196611	-0.000573196
0.717647058823529	-0.0247538	-0.0309181	-0.022948	-0.019001	-0.0273137	-0.00789225
0.798342541436464	-0.0439637	-0.0582512	-0.0391431	-0.0437709	-0.0396794	-0.0281934
0.540740740740741	-0.0254452	-0.0335449	-0.0194347	-0.0186095	-0.00918961	9.88418e-05
0.864181511056511	-0.0239376	-0.0335515	-0.0177833	-0.00705558	-0.0122471	-0.0097922
0.808290155440415	-0.0181839	-0.0243874	0.000953108	-0.00697403	-0.00676065	-0.00173612
0.625471631580803	-0.0266611	-0.033894	-0.0212435	-0.0165167	-0.0200978	-0.0123982
0.753424657534247	-0.0314624	-0.0366155	-0.0262872	-0.016729	-0.0188406	-0.0110918
0.733082706766917	-0.00351554	-0.0123544	0.00838325	0.00456505	0.00643048	0.0207753
0.831775700934579	-0.0492272	-0.0537372	-0.036235	-0.0368476	-0.0376999	-0.0251125
0.755102040816326	-0.0174444	-0.0269418	-0.00806143	-0.00655174	-0.0077467	2.05781e-05
0.779141104294479	-0.0232292	-0.0321278	-0.0218735	-0.0170318	-0.0203422	-0.0029969
0.83879781420765	-0.0246437	-0.0355638	-0.0252402	-0.014091	-0.0242717	-0.0161671
0.792397660818713	-0.0372975	-0.0437171	-0.0272311	-0.0267489	-0.024858	-0.0130621
0.67887323943662	-0.0312259	-0.0464707	-0.0249198	-0.0194111	-0.0261582	-0.0139528
0.850704225352113	-0.0366184	-0.0530932	-0.0304517	-0.0306528	-0.0327122	-0.0119543
0.828980099502488	-0.0242598	-0.0348279	-0.0185302	-0.0126694	-0.018314	-0.0103652
0.769452449567723	-0.0408297	-0.0430815	-0.0436739	-0.0260133	-0.0316064	-0.0280035
0.758498034286326	-0.0395046	-0.0486943	-0.0342331	-0.034538	-0.0350558	-0.02116
0.309644670050761	-0.0317843	-0.051696	-0.0205392	-0.0239943	-0.0347458	-0.00950089
0.657142857142857	-0.0327321	-0.0391706	-0.0278259	-0.0227015	-0.0233181	-0.00883972
0.843812418584455	-0.0178694	-0.0328718	-0.0189904	-0.0149888	-0.0206538	0.00348226
0.558521560574949	-0.00162433	-0.0185107	-0.0110418	-0.0116055	-0.00345178	0.0104258
0.728888888888889	-0.0231031	-0.0326139	-0.0185516	-0.0077667	-0.0208253	-0.00281521
0.696832579185521	-0.0400747	-0.0423743	-0.032138	-0.0272695	-0.0306399	-0.0111601
