"rsq1","rsq2","var1","var2","var_diff","r2_based_p","r2_based_p_one_tail","mean_diff","upper_diff","lower_diff","p.nested","p.nonnested","p.LRT","Phenotype"
0.00727140160822232,0.00592091800417502,2.62975728812475e-05,2.17473685263011e-05,4.60167376170467e-06,0.528987931241359,0.264493965620679,0.00135048360404729,0.0055549799975485,-0.00285401278945391,0.211273837224943,0.528987931241359,0.210380435593162,"INI30120"
